gene,GSM2677508,GSM2677509,GSM2677510,GSM2677511,GSM2677512,GSM2677513,GSM2677514,GSM2677515,GSM2677516,GSM2677517
ENSG00000009844,1.1878,1.1943,1.479,1.3935,1.3404,1.3628,1.3915,1.6479,1.3876,1.4255
ENSG00000009950,0.7654,0.9896,1.3941,1.5462,1.2529,1.7423,0.886,1.0582,1.8197,0.9957
ENSG00000009954,6.1814,7.9462,6.0866,4.2944,5.4137,8.3318,5.31,6.7232,5.4347,5.9931
ENSG00000010017,3.1613,1.9618,3.6354,2.9605,2.5216,2.1904,2.3817,2.1322,1.9981,2.4029
ENSG00000010030,0.0758,0.0436,0.0196,0.0534,0.0229,0.0406,0.0436,0.0547,0.0556,0.0417
ENSG00000010072,0.2551,0.291,0.4643,0.3196,0.3879,0.4107,0.4996,0.4653,0.39,0.3806
ENSG00000010165,0.7211,0.6767,1.3595,0.9845,1.048,0.7825,1.032,0.8279,0.8411,0.8034
ENSG00000010219,0.769,0.8529,1.0006,0.912,1.098,0.8926,0.7409,1.1089,1.155,0.8848
ENSG00000010244,5.1789,5.8392,6.5337,5.6732,5.6148,6.0387,6.0616,5.8096,5.0979,5.1624
ENSG00000010256,2.6203,2.1788,3.3196,3.3784,2.4258,2.3362,2.7011,2.8594,2.7717,2.9679
ENSG00000010270,2.2686,1.5087,2.4357,2.2138,2.0821,1.757,2.0444,1.8657,2.0329,2.0656
ENSG00000010278,1.6717,3.9034,4.2783,4.8094,2.8718,3.4632,4.5618,6.8438,4.7917,3.4629
ENSG00000010282,0.661,2.5603,0.4008,2.8554,0.5496,5.9324,6.2984,15.4114,12.8642,10.6261
ENSG00000010292,1.2022,1.7099,1.9514,1.4071,1.7587,2.556,1.7341,1.9208,2.0303,1.3692
ENSG00000010295,1.3209,1.2068,2.2786,1.9665,1.5647,1.5811,1.7568,1.8003,1.7168,1.4029
ENSG00000010310,0.2833,0.5399,0.1658,0.326,0.4443,2.244,0.5298,0.4501,0.8349,0.63
ENSG00000010318,0.1634,0.2694,0.2302,0.2943,0.2155,0.3367,0.2672,0.4214,0.3488,0.343
ENSG00000010319,0.7028,0.9607,1.5034,1.1902,1.0097,2.0926,0.714,2.2165,2.353,0.7416
ENSG00000010322,9.2255,7.233,9.3947,9.2696,7.4059,5.3875,8.4185,7.2799,7.8413,9.4143
ENSG00000010327,3.3389,6.8336,7.8541,9.018,6.5035,5.0289,2.9418,2.7179,6.3896,1.1024
ENSG00000010361,1.2112,1.8261,1.3098,0.9956,1.3762,1.1295,1.3583,1.5032,1.6636,1.1945
ENSG00000010379,0.1053,0.5398,0.263,0.1167,0.3808,0.2577,0.4181,0.5153,0.3507,0.2671
ENSG00000010404,18.6203,13.0798,22.392,26.7347,18.6894,12.2083,21.5576,16.6702,13.4257,32.0365
ENSG00000010438,0.2153,0.1873,0.0379,0.1332,0.171,0.0595,0.0938,0.0359,0.0442,0.1711
ENSG00000010539,0.5209,0.4346,0.387,0.3985,0.4135,0.5083,0.3686,0.338,0.378,0.3025
ENSG00000010610,0.8677,0.805,2.1446,4.1948,2.2861,1.734,1.5753,1.8199,1.8044,0.6455
ENSG00000010626,1.1258,1.1962,1.6672,1.207,1.2999,1.1131,1.367,1.7052,1.3599,1.7013
ENSG00000010671,0.203,0.2045,0.5552,0.8785,0.5987,0.2898,0.3191,0.3739,0.2478,0.1436
ENSG00000010704,0.3688,0.5048,0.4589,0.5182,0.4409,0.3478,0.4598,0.4891,0.4982,0.298
ENSG00000010803,1.692,1.5612,2.012,1.6063,1.355,1.1223,1.277,1.3228,1.5269,1.5092
ENSG00000010810,8.0539,9.8675,18.7046,11.5944,12.1241,7.5609,11.7226,7.6226,9.113,7.333
ENSG00000010818,2.8645,2.2541,3.9337,3.1007,2.3376,2.036,2.7796,2.623,1.5726,3.412
ENSG00000010932,0.0025,0.0077,0.0066,0.0044,0.0198,0.0349,0.0091,0.0205,0.0234,0.0083
ENSG00000011007,1.9414,2.0265,2.4464,1.6775,2.0597,2.1436,2.0668,2.0254,1.9612,1.5915
ENSG00000011009,1.15,1.0359,0.7367,0.8435,1.0921,1.0238,0.8083,0.8058,0.7871,0.8223
ENSG00000011021,4.4198,3.2808,6.26,4.9047,4.61,4.5491,4.7336,4.0994,3.9764,4.7595
ENSG00000011028,3.3632,2.3704,3.4112,3.0168,1.8476,1.7679,3.0803,3.0151,2.2917,1.8709
ENSG00000011052,0.6501,0.1773,0.5407,0.618,0.5375,0.3028,0.5408,0.3101,0.4612,0.7271
ENSG00000011083,0.2275,0.0916,0.0397,0.3114,0.1552,0.0821,0.1244,0.0746,0.0525,0.4259
ENSG00000011105,0.9643,1.2395,0.748,0.8152,0.8067,1.1015,0.6395,0.8323,0.8931,0.5622
ENSG00000011114,0.9126,1.1192,0.7103,0.5503,0.7442,1.256,0.7036,0.8034,0.7312,0.6842
ENSG00000011132,1.3709,1.6159,1.7744,1.0446,1.3552,1.2171,1.1261,1.0731,1.7823,0.7751
ENSG00000011143,0.3617,0.3934,0.5356,0.5339,0.4831,0.3022,0.5732,0.4895,0.5934,0.5422
ENSG00000011198,0.9398,1.6262,1.5923,1.0382,1.1489,2.5007,1.2854,2.7182,1.7777,1.298
ENSG00000011201,1.0099,0.5136,2.1135,2.9392,1.4021,0.3181,1.9143,0.8098,0.9973,1.7894
ENSG00000011243,4.5377,5.024,5.1916,4.6678,3.9918,5.2415,3.6527,4.8577,5.4452,4.5727
ENSG00000011258,0.7671,0.9518,0.9044,0.925,0.992,1.0361,1.1173,0.9286,0.9452,0.8097
ENSG00000011260,0.7302,0.5774,1.3925,1.1378,0.9321,0.8334,0.977,0.9902,0.8919,0.6925
ENSG00000011275,4.417,3.7516,3.3552,2.7512,3.7144,4.1282,3.159,2.8471,3.2027,2.9665
ENSG00000011295,2.2719,1.9976,2.5525,2.837,1.6569,1.9034,2.4446,2.1236,1.7257,3.0985
ENSG00000011304,5.6451,5.7203,6.5314,4.5713,5.0842,5.989,4.4142,4.3172,5.2104,3.0257
ENSG00000011332,1.7737,1.2861,0.288,0.7514,1.0854,1.3876,0.6063,0.6022,0.9038,1.2519
ENSG00000011347,1.5831,1.4294,0.4087,1.5343,2.3609,0.7693,1.2134,0.5462,0.5855,1.717
ENSG00000011376,1.1792,0.8572,1.5073,1.1728,1.2082,0.8883,1.5412,1.009,1.0605,1.0761
ENSG00000011405,3.2356,4.1939,4.7202,4.2639,4.167,4.4353,6.3821,5.5638,3.829,3.9481
ENSG00000011422,0.409,0.5562,0.9209,1.6392,0.575,0.4933,0.4417,0.7878,0.5949,0.3472
ENSG00000011426,1.6707,10.285,0.0816,2.5279,4.3038,24.3535,13.7835,23.3924,15.6177,13.5739
ENSG00000011451,2.879,3.2708,3.1634,2.4538,3.0147,3.176,2.5083,2.7424,3.4697,2.7641
ENSG00000011454,4.1129,3.8077,5.7659,4.4718,3.7939,4.6965,5.0575,5.7624,4.4108,4.7585
ENSG00000011465,6.6814,7.8321,8.2212,8.4924,7.0823,5.7112,5.11,9.9688,4.8898,4.14
ENSG00000011478,0.5493,0.6009,0.3728,0.453,0.5239,0.6995,0.411,0.3478,0.4347,0.3531
ENSG00000011485,3.5054,2.4405,3.4345,2.8732,3.486,2.5994,2.9257,2.6789,2.5652,3.3346
ENSG00000011523,1.1566,1.6201,2.8214,2.3617,1.9389,1.5617,2.3094,2.1137,2.0325,2.3532
ENSG00000011566,1.4295,1.45,1.8619,1.5462,1.6903,1.3923,1.6601,1.2311,1.237,1.418
ENSG00000011590,0.0137,0.0197,0.0196,0.0439,0.0362,0.0387,0.0294,0.0127,0.0504,0.0152
ENSG00000011600,0.9939,1.0702,1.8916,3.2692,2.2137,1.5848,0.9935,1.304,1.4147,0.5152
ENSG00000011638,0.2206,0.2443,0.1626,0.1581,0.1699,0.2075,0.116,0.1309,0.119,0.1321
ENSG00000011677,1.976,0.2917,0.5509,1.4346,0.6394,0.1935,0.7117,0.4833,0.3933,3.0502
ENSG00000012048,0.5534,0.8921,1.1669,0.5661,0.7603,0.7036,0.7929,0.7387,0.5367,0.4852
ENSG00000012061,2.7947,3.0941,2.7449,2.9047,3.3604,3.5456,3.0374,3.195,2.9459,2.9228
ENSG00000012124,0.9507,4.996,0.0477,0.9167,1.6718,7.7064,4.8308,5.6441,4.6291,2.4611
ENSG00000012171,4.6825,10.8225,13.5336,7.7175,5.7573,8.0206,14.4849,27.5701,12.951,11.2654
ENSG00000012174,0.4183,0.4886,0.8444,0.913,0.5804,0.5046,0.8532,0.8361,0.7645,0.8336
ENSG00000012211,0.4366,0.4769,0.5843,0.3676,0.3723,0.4882,0.3391,0.406,0.4691,0.1885
ENSG00000012223,0.4239,0.1668,14.746,10.2917,0.9539,0.0746,0.4565,0.8202,0.1886,0.8994
ENSG00000012232,2.8276,2.8643,3.7283,3.012,2.6299,3.1667,2.818,2.6822,3.8289,3.2134
ENSG00000012504,0.0097,0.0306,0.0128,0.0091,0.008,0.0333,0.0155,0.0448,0.0204,0.0191
ENSG00000012660,6.613,4.8598,7.675,6.9106,5.1966,6.7177,6.808,8.5604,6.3284,5.3804
ENSG00000012779,0.0459,0.0401,0.2045,0.4338,0.1657,0.0629,0.1093,0.0836,0.2055,0.0594
ENSG00000012817,0.0282,0.0301,0.0189,0.0139,0.0172,0.0275,0.0258,0.0293,0.0278,0.0192
ENSG00000012822,5.7369,6.7348,7.8005,5.5395,7.5261,6.9607,6.4177,5.9861,6.9011,5.997
ENSG00000012963,1.1018,1.0611,1.6032,1.1319,1.2895,1.2888,1.5279,1.3431,1.251,1.1899
ENSG00000012983,2.5414,3.1517,2.7635,2.5423,2.7789,5.8138,4.8243,4.3395,3.5869,3.2092
ENSG00000013016,1.6038,1.0003,1.4124,1.5393,1.6802,2.1473,1.7561,1.6904,2.0177,2.4756
ENSG00000013275,1.0218,0.8265,0.873,1.0026,0.8743,1.083,0.9853,1.1112,0.9432,0.9534
ENSG00000013288,3.1321,3.005,3.4709,3.9192,3.6307,2.9897,3.1157,3.0425,2.8794,3.2149
ENSG00000013293,2.8892,1.5822,1.1833,3.2765,1.7377,1.643,2.1036,2.9021,1.9958,5.4286
ENSG00000013297,1.7917,7.832,3.861,7.9114,5.5103,14.6583,10.1017,14.1963,13.9097,9.4266
ENSG00000013306,3.1067,3.6845,3.0513,2.9253,3.4197,3.4313,2.5219,3.014,4.0716,2.1349
ENSG00000013364,4.4261,4.9921,8.683,5.8555,3.4908,3.4764,3.106,4.2357,5.5695,2.3896
ENSG00000013374,2.6007,2.2729,2.8863,2.4053,2.2568,2.2012,2.3108,2.4006,1.92,2.2615
ENSG00000013375,1.7039,1.3484,2.0622,1.6675,1.49,1.3292,1.9354,1.4725,1.5277,1.4928
ENSG00000013392,0.9766,0.4732,0.3838,0.5268,0.5774,0.332,0.5401,0.4056,0.3804,0.7074
ENSG00000013441,14.7475,11.7797,13.5607,8.3944,8.0655,9.3228,10.3433,10.4512,7.4762,6.071
ENSG00000013503,0.3455,0.2558,0.4078,0.3619,0.4539,0.3445,0.5201,0.4159,0.3933,0.4573
ENSG00000013523,1.7213,1.5913,2.1075,3.0306,2.1627,2.9019,2.9962,2.8315,3.1532,2.599
ENSG00000013561,2.2115,1.8709,2.1057,2.0812,1.9847,2.1587,1.9779,2.568,1.7453,2.3089
ENSG00000013563,0.7217,0.7565,0.7233,0.9935,0.7821,0.7829,0.7221,0.7862,0.5464,0.8307
ENSG00000013573,0.7826,2.0355,1.2789,1.0776,1.0244,0.9727,1.095,0.8779,1.3021,1.139
ENSG00000013583,1.2894,1.2676,1.7639,1.327,1.2389,1.3038,1.4071,1.6286,1.7774,1.5545
ENSG00000013588,0.3324,2.1898,0.8067,0.3761,0.2099,0.5527,0.4011,1.5085,0.4042,0.1961
ENSG00000013619,1.5577,0.663,1.1015,1.4563,0.8046,0.7261,1.1914,0.7446,0.7576,2.6387
ENSG00000013725,0.2277,0.2743,0.128,0.1652,0.2168,0.1376,0.1015,0.2059,0.157,0.1743
ENSG00000013810,0.6584,0.6434,0.6877,0.5942,0.7288,1.0688,0.6135,0.7556,0.5422,0.6035
ENSG00000014123,1.4549,1.734,3.3553,2.3365,1.8975,2.2569,2.7671,3.035,2.673,2.2787
ENSG00000014138,0.3192,0.569,0.3885,0.4125,0.3861,0.6494,0.371,0.4535,0.6964,0.291
ENSG00000014164,1.0351,1.3044,1.267,1.4738,1.2369,1.1657,0.7769,1.0279,1.0915,0.8151
ENSG00000014216,3.3669,3.5319,5.418,4.6025,3.5536,2.6642,3.3024,2.9481,3.1127,3.3761
ENSG00000014257,0.1234,0.1179,0.1882,0.2429,0.1194,0.0767,0.0956,0.0736,0.1338,0.0438
ENSG00000014641,5.2087,2.7963,3.3855,5.7828,4.6828,2.1638,4.0716,3.3187,3.3103,5.5635
ENSG00000014824,2.2638,2.1735,3.3884,3.6379,2.4868,2.4241,3.4522,3.9684,3.0127,4.4904
ENSG00000014914,2.8208,1.1506,2.4377,1.6609,1.2876,0.7768,1.2393,1.1052,1.4729,0.9269
ENSG00000014919,1.0049,0.9911,1.766,1.6098,1.1578,0.852,1.5589,1.4353,1.2224,1.3881
ENSG00000015133,0.601,1.025,0.6809,0.5855,0.8364,0.8651,0.8106,1.4903,0.9063,1.2677
ENSG00000015153,1.9248,1.8488,1.349,1.2113,1.2902,1.6948,1.0981,1.2925,1.0583,1.2571
ENSG00000015171,5.2553,5.9718,9.1649,6.2619,5.9828,8.7433,8.5258,10.1146,6.53,8.7596
ENSG00000015285,0.6485,0.8796,1.657,2.3015,1.3258,1.168,0.7525,0.866,0.8975,0.5025
ENSG00000015413,0.0351,0.0248,0.0327,0.0439,0.0395,0.0614,0.0082,0.0293,0.0296,0.0417
ENSG00000015475,1.5101,1.2908,1.3144,1.1916,1.5056,1.4291,1.1308,1.2538,1.2948,1.1795
ENSG00000015479,13.2191,10.6556,13.8567,12.5032,10.9548,11.1461,14.4236,14.8164,10.8161,16.5067
ENSG00000015520,0.0402,0.0339,0.1038,0.0044,0.096,0.0557,0.0204,0.0072,0.0361,0.0046
ENSG00000015532,0.9044,1.1479,1.4132,1.2623,1.1025,1.0969,1.1417,1.1879,1.6313,1.1048
ENSG00000015568,1.309,0.5763,0.771,0.7601,1.2589,0.5305,1.0519,0.4824,0.5872,0.6726
ENSG00000015592,3.1017,3.4774,0.8152,3.516,2.1629,4.9413,6.8912,16.6641,13.3131,9.7252
ENSG00000015676,3.7545,3.3987,4.3875,4.7717,3.5888,3.6347,4.2388,4.4571,4.789,4.8038
ENSG00000016082,0.538,0.225,0.0938,0.2658,0.2363,0.0349,0.174,0.0593,0.0961,0.7396
ENSG00000016391,2.2938,2.2238,2.9745,1.921,2.5852,2.6117,2.7659,1.8301,2.1204,2.2095
ENSG00000016402,0.3252,0.3276,0.5648,0.3698,0.4189,0.4106,0.6591,0.5264,0.4556,0.4308
ENSG00000016490,0.0005,0.0009,0.0004,0.0028,0.0021,0.0009,0.0004,0.0017,0.0005,0.0015
ENSG00000016602,0.1013,0.7588,0.0109,0.1199,0.3083,0.7976,0.5311,1.0201,0.8151,0.525
ENSG00000016864,1.1842,1.0857,1.6145,1.5876,1.2172,0.9035,1.4434,1.723,1.3538,1.7034
ENSG00000017260,5.4676,4.3201,4.826,4.7099,5.4229,4.8357,5.1172,5.376,5.037,5.1374
ENSG00000017427,0.1174,0.1619,0.1631,0.2645,0.1406,0.2066,0.1178,0.2268,0.1122,0.1595
ENSG00000017483,0.6336,0.8298,0.4494,0.6423,0.6499,1.8117,0.7978,1.641,1.0752,0.7079
ENSG00000017797,7.9542,10.1054,10.3293,5.7411,8.6967,9.3133,6.7144,7.7143,6.6343,6.4971
ENSG00000018189,6.9975,7.1266,7.9297,8.4894,7.9411,8.4223,9.3807,8.0238,9.5641,9.7297
ENSG00000018236,4.3506,3.0804,5.3062,4.6202,3.9979,1.9721,6.1881,3.2316,2.0145,7.9582
ENSG00000018280,1.247,2.9286,10.2042,24.3421,4.2095,2.4015,1.6662,1.0617,5.9089,0.631
ENSG00000018408,4.9235,8.858,13.4182,6.9293,5.6485,5.5323,6.4207,10.2675,4.3853,8.8964
ENSG00000018510,0.9718,1.1095,0.9597,1.4502,1.2782,2.0851,1.7408,2.3281,2.0037,1.6103
ENSG00000018607,0.0037,0.0026,0.0029,0.0081,0.0127,0.0116,0.0078,0.0129,0.0135,0.0114
ENSG00000018610,0.7884,0.8951,0.7729,0.962,0.7385,0.9138,0.8183,1.0675,0.8295,0.9524
ENSG00000018625,31.3031,22.3458,81.3488,44.2129,41.883,24.4665,87.2896,51.7815,26.4365,45.3525
ENSG00000018699,0.3194,0.387,0.2971,0.2536,0.2972,0.3564,0.366,0.4236,0.3792,0.3006
ENSG00000018869,0.2969,0.237,0.2456,0.233,0.3366,0.2803,0.2877,0.2635,0.2489,0.2309
ENSG00000019102,0.086,0.2079,0.0336,0.021,0.0645,0.1897,0.0334,0.0547,0.0566,0.026
ENSG00000019144,6.2938,13.0978,3.2666,10.5853,6.3795,17.8573,20.3704,26.3276,25.0238,14.7613
ENSG00000019169,0.1481,0.3858,0.7332,0.5605,0.1344,0.3464,0.2037,1.0257,0.2146,0.0573
ENSG00000019186,0.029,0.4388,0.0074,0.1681,0.0245,0.0047,0.1378,0.0149,0.0192,0.0162
ENSG00000019485,2.3493,1.3491,0.8838,0.8462,1.4636,1.3859,0.9835,0.8917,0.95,1.2715
ENSG00000019505,2.079,0.5272,0.5052,2.2512,1.6591,0.2988,1.209,0.4625,0.3725,3.8987
ENSG00000019549,0.0473,0.1668,0.0894,0.0661,0.0811,0.0897,0.1009,0.1011,0.1023,0.0417
ENSG00000019582,26.5003,23.8354,46.7277,90.7176,31.5813,35.7026,29.9964,39.2529,35.8901,17.374
ENSG00000019991,0.3048,0.3037,0.7969,0.7915,0.4863,0.1708,0.3765,0.2789,0.3798,0.2034
ENSG00000019995,2.3742,2.0959,4.5366,2.2163,3.0527,2.5839,2.7507,2.0511,2.1886,2.2609
ENSG00000020129,11.5057,6.4051,4.8844,9.561,7.2366,4.0698,6.5411,5.4629,6.1435,11.4755
ENSG00000020181,1.3984,1.8027,1.1676,0.9941,1.8216,2.4187,1.2897,2.3006,1.9088,1.2344
ENSG00000020219,0.0036,0.0009,0.0024,0.002,0.0004,0.0028,0.0043,0.0056,0.0005,0.0064
ENSG00000020256,0.6566,0.7004,1.1298,0.6828,0.7458,0.7648,0.7755,0.7417,0.7452,0.7391
ENSG00000020426,0.7893,0.7844,0.6451,0.6214,0.5296,0.6862,0.6253,0.6766,0.7154,0.6965
ENSG00000020577,10.2451,13.607,12.1214,8.4108,12.7558,27.553,7.9037,13.4729,14.1336,10.3512
ENSG00000020633,0.476,0.5629,0.4417,0.5328,0.5154,0.5573,0.2478,0.3748,0.2753,0.1521
ENSG00000020922,0.8691,1.263,1.3049,1.2911,1.1706,1.4574,1.5821,1.6499,1.3085,1.1909
ENSG00000021300,34.448,66.8637,35.9161,23.2909,28.9116,84.495,49.624,148.0611,73.5167,74.6188
ENSG00000021355,1.0353,1.1401,1.4567,1.8802,1.1991,1.4603,1.1197,1.4478,1.1892,0.8688
ENSG00000021461,0.0755,0.1154,0.0637,0.0546,0.0632,0.1002,0.0896,0.0965,0.0923,0.0565
ENSG00000021488,0.1502,0.1813,0.0603,0.0402,0.1857,0.1417,0.0559,0.0575,0.073,0.0483
ENSG00000021574,1.0805,1.2442,1.2012,1.3025,1.4526,1.9986,1.7212,1.8298,1.8643,1.8459
ENSG00000021645,2.5128,1.9504,1.5362,2.5567,2.0803,2.8531,1.7488,2.8955,2.8264,5.4074
ENSG00000021762,0.9104,1.6142,1.103,1.2487,1.0788,1.4999,1.2927,1.6122,1.9706,1.1494
ENSG00000021776,1.6987,1.9731,2.116,1.6845,2.1262,2.0846,1.924,1.8106,1.7846,1.5338
ENSG00000021826,0.4899,0.8286,0.638,0.4692,0.4742,0.9231,0.5183,1.6846,1.6544,0.5325
ENSG00000021852,0.0005,0.0026,0.0004,0.0012,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000022267,12.0345,8.7631,13.6048,8.5219,11.521,5.4887,8.3167,7.2189,6.3632,11.0512
ENSG00000022277,2.8235,3.0257,4.9901,3.7525,3.1064,3.9295,4.1414,5.9267,4.0822,3.7188
ENSG00000022355,0.3685,0.1679,0.0729,0.7174,0.3898,0.1481,0.2847,0.1373,0.1034,1.1323
ENSG00000022556,0.1034,0.1108,0.044,0.0731,0.0877,0.0965,0.061,0.026,0.0716,0.1117
ENSG00000022567,0.9246,1.0873,0.6852,0.8801,1.0904,0.3898,0.7753,0.5971,0.5886,0.7779
ENSG00000022840,6.3995,5.8893,7.4861,5.551,5.5158,5.7561,5.9041,5.8515,6.1584,5.6752
ENSG00000022976,0.7023,0.7265,0.762,0.6442,0.6007,0.6426,0.6946,0.6953,0.8124,0.7207
ENSG00000023041,0.9113,0.9386,1.0748,1.084,1.0726,1.0202,1.0819,1.1274,1.0193,1.1216
ENSG00000023171,2.4236,2.0071,3.514,2.9063,3.3249,1.0477,2.839,1.4201,2.5675,3.8582
ENSG00000023191,1.953,1.866,2.5421,2.3235,1.8252,2.2427,2.4936,3.1275,2.9968,2.0398
ENSG00000023228,2.0996,1.9374,2.5605,2.4791,2.188,2.4617,3.0212,2.5725,2.7176,2.5587
ENSG00000023287,3.749,4.87,4.1849,3.2122,4.2181,4.2844,3.3465,3.3112,2.8673,3.559
ENSG00000023318,2.0778,2.0488,2.4804,2.1656,1.9299,1.6698,1.909,1.8332,1.741,1.7739
ENSG00000023330,0.9572,0.704,1.486,1.4117,0.944,0.8731,1.083,1.4289,1.0406,0.9759
ENSG00000023445,0.8761,0.9065,0.4829,0.5537,0.4788,0.4546,0.2871,1.1827,0.4735,0.3632
ENSG00000023516,4.7422,4.102,8.7271,8.599,6.3912,7.7249,8.8046,7.5489,6.6367,10.0054
ENSG00000023572,0.8795,1.0536,0.9728,0.9132,1.0595,1.0751,0.9621,1.0312,1.1,0.8893
ENSG00000023608,0.6559,0.6436,0.5649,0.4058,0.4855,0.4928,0.4479,0.5927,0.4989,0.4277
ENSG00000023697,0.542,0.5021,0.9233,0.884,0.6286,0.5956,0.8004,0.8323,0.7996,0.6573
ENSG00000023734,4.2252,3.0684,5.6015,4.6544,4.0317,3.2668,3.9973,3.9452,3.1312,4.7099
ENSG00000023839,0.1143,0.1264,0.1189,0.0635,0.1574,0.1489,0.0957,0.0387,0.0847,0.0348
ENSG00000023892,0.6,0.521,0.6381,0.9465,0.5654,0.7636,0.4542,0.649,0.5512,0.3358
ENSG00000023902,2.7037,2.817,2.7613,3.0303,3.5125,2.5306,1.7936,1.8829,2.0527,1.5102
ENSG00000023909,1.0085,1.2583,5.566,1.7281,2.0561,0.8565,1.5133,1.0334,1.7794,1.0467
ENSG00000024048,3.3889,2.4133,2.8128,2.6273,2.662,2.3453,2.7971,2.2577,2.2502,2.3111
ENSG00000024422,3.497,4.602,7.6386,3.0671,3.1734,4.3263,3.1449,3.6984,3.8017,2.1945
ENSG00000024526,0.0036,0.0111,0.0118,0.0162,0.0295,0.0028,0.0083,0.0072,0.0083,0.0177
ENSG00000024862,1.1282,1.0223,2.2287,1.5302,1.1525,0.5371,1.0327,0.8147,0.7326,1.071
ENSG00000025039,1.8176,1.8458,3.4381,2.1071,1.7345,1.5263,2.3849,2.4451,1.9955,2.0386
ENSG00000025156,0.6529,0.4799,0.9076,0.7148,0.6985,0.5711,0.7368,0.5971,0.6105,0.7602
ENSG00000025293,2.951,3.9423,3.3947,3.0222,3.1333,3.636,3.1342,3.3275,3.0444,2.709
ENSG00000025423,0.2229,0.1662,0.1513,0.1776,0.2185,0.3735,0.327,0.3088,0.4671,0.372
ENSG00000025434,0.485,0.6527,0.6015,0.4427,0.6877,0.5031,0.5213,0.4612,0.5097,0.3122
ENSG00000025708,1.1605,1.792,3.2883,7.6972,1.7088,1.2808,1.0472,1.2794,3.5173,1.162
ENSG00000025770,2.7737,2.4281,1.9604,2.2173,2.3177,1.9615,2.1293,2.155,2.2643,2.2622
ENSG00000025772,1.802,1.0069,1.0472,1.1451,0.9232,0.4427,1.0461,0.7583,0.8203,1.1269
ENSG00000025796,4.4564,5.3403,7.2115,5.2781,3.4496,4.6878,5.7422,7.1901,4.3079,5.9808
ENSG00000025800,5.5584,6.267,5.4892,4.3695,5.287,5.9823,4.5743,3.8926,5.3592,4.3763
ENSG00000026025,66.5466,49.1769,169.7101,125.0865,40.5393,19.4851,50.0118,64.3039,42.6649,32.1144
ENSG00000026036,1.2892,0.6884,1.1817,1.181,1.3667,1.2517,0.973,1.0436,1.338,1.4487
ENSG00000026103,0.3533,0.5056,2.8754,1.6588,0.5247,0.237,0.5171,0.4126,0.5376,0.3387
ENSG00000026297,2.5697,3.0122,6.8649,9.9536,7.7011,4.98,3.6749,2.9724,5.5408,1.8175
ENSG00000026508,5.8504,7.3996,52.5798,27.0098,12.7523,3.8677,16.028,10.1816,17.6955,6.6571
ENSG00000026559,1.3778,0.9133,1.6975,0.2952,1.212,0.498,1.0169,0.4379,1.2953,1.0863
ENSG00000026652,2.6884,2.5792,1.1929,2.4686,2.6039,6.4648,4.6953,10.3941,7.301,5.5932
ENSG00000026751,0.0852,0.1811,0.251,0.1474,0.2951,0.0804,0.0237,0.0627,0.0792,0.0258
ENSG00000026950,0.6133,0.8861,0.8201,1.4943,1.0011,1.0195,1.0405,1.6774,1.4586,1.0856
ENSG00000027001,0.2009,0.1891,0.2316,0.2781,0.2334,0.1425,0.2752,0.2925,0.335,0.2642
ENSG00000027075,0.6617,1.2155,0.6634,0.7096,1.1209,1.5644,0.7634,0.8723,0.6095,0.5011
ENSG00000027644,0.0687,0.0967,0.0889,0.0648,0.1349,0.0519,0.0887,0.1115,0.0897,0.0705
ENSG00000027697,2.5602,3.7579,3.7697,3.5239,4.4111,6.4195,3.5694,3.7552,3.4856,2.0474
ENSG00000027847,0.889,0.8546,0.6433,0.7527,0.7493,0.5371,0.6371,0.6125,0.6042,0.6504
ENSG00000027869,0.0422,0.1138,0.1077,0.1056,0.0437,0.0632,0.064,0.1729,0.1657,0.0632
ENSG00000028116,0.3171,0.615,0.4742,0.5809,0.4055,0.846,0.7572,1.1339,0.8636,0.6162
ENSG00000028137,0.5964,2.0197,3.5847,10.7549,3.1049,2.9734,1.9036,1.6191,2.7175,0.8218
ENSG00000028203,1.5516,1.7485,2.4057,2.2621,1.5009,1.5333,2.0671,2.3031,2.0115,2.4184
ENSG00000028277,2.3007,2.1241,1.5566,2.4496,2.4175,2.725,1.0618,1.1748,1.5851,2.4424
ENSG00000028310,1.2541,2.5953,1.5706,1.6432,1.2115,2.6485,1.7541,2.3789,2.1511,1.9353
ENSG00000028528,4.3323,5.7332,4.4357,4.1922,4.2094,8.1353,6.2651,9.4489,7.2895,5.6322
ENSG00000028839,1.6063,0.9235,0.9594,0.8175,1.1448,1.0371,0.7904,0.6156,0.7831,1.0138
ENSG00000029153,0.577,0.5893,0.3894,0.6283,0.461,0.582,0.4029,0.3658,0.3904,0.6868
ENSG00000029363,4.9518,7.46,7.1503,6.1406,5.2493,7.1418,6.502,6.9918,4.621,6.5574
ENSG00000029364,1.3806,1.4123,2.5057,2.2795,1.6362,1.6509,2.1563,1.9326,1.8667,2.265
ENSG00000029534,0.6603,0.5722,0.2222,0.9279,0.819,0.3605,0.5787,0.5846,0.2685,1.015
ENSG00000029559,0.0025,0.0077,0.0013,0.1602,0.0137,0.0028,0.002,0.0028,0.0057,0.0015
ENSG00000029639,0.421,0.3733,0.2722,0.335,0.334,0.3168,0.3818,0.3841,0.3706,0.4243
ENSG00000029725,4.5237,6.4099,6.7764,4.734,5.777,8.649,6.9495,10.5505,7.1813,7.8695
